,OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,SHAPE_Length,SHAPE_Area,Area,PopPerKmSquared,CaseDensity
110,111,7,Galway,258058,2020-03-04 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,0.0,,,14.972447800663302,0.8224194087469059,6149,41.96747438607904,0.0
111,112,8,Kerry,147707,2020-03-04 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,0.0,,,13.3238822746544,0.618598264043396,4807,30.727480757229042,0.0
112,113,9,Kildare,222504,2020-03-04 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,0.0,,,3.1081417260637005,0.228501976462464,1695,131.270796460177,0.0
113,114,10,Kilkenny,99232,2020-03-04 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,0.0,,,3.18306474726685,0.273913527880299,2073,47.86878919440424,0.0
114,115,11,Laois,84697,2020-03-04 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,0.0,,,2.84615238062105,0.22985471880100797,1720,49.242441860465114,0.0
115,116,12,Leitrim,32044,2020-03-04 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,0.0,,,3.18223092764249,0.218332273298499,1590,20.153459119496855,0.0
116,117,13,Limerick,194899,2020-03-04 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,0.0,,,4.99975325282574,0.354096693579968,2756,70.71806966618287,0.0
117,118,14,Longford,40873,2020-03-04 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,0.0,,,2.23033777623013,0.147954107413603,1091,37.46379468377635,0.0
118,119,15,Louth,128884,2020-03-04 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1,0.7758914993327328,,,2.5649638796683596,0.11343817661769601,826,156.03389830508473,0.006408863784488378
119,120,16,Mayo,130507,2020-03-04 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,0.0,,,15.7035406008684,0.7620418948996709,5586,23.363229502327247,0.0
120,121,17,Meath,195044,2020-03-04 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,0.0,,,4.07506730047382,0.31861539507695197,2342,83.28095644748079,0.0
121,122,18,Monaghan,61386,2020-03-04 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,0.0,,,2.84816460737341,0.17809924823711898,1295,47.4023166023166,0.0
122,123,19,Offaly,77961,2020-03-04 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,0.0,,,4.1874865993254,0.26865925262345103,2001,38.96101949025487,0.0
123,124,20,Roscommon,64544,2020-03-04 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,0.0,,,4.46483319992793,0.347529634263766,2548,25.331240188383045,0.0
124,125,21,Sligo,65535,2020-03-04 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,0.0,,,5.0496801014581605,0.25272085361533503,1838,35.65560391730141,0.0
125,126,22,Tipperary,159553,2020-03-04 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,0.0,,,5.61515128034759,0.565636165474652,4305,37.06225319396051,0.0
126,127,23,Waterford,116176,2020-03-04 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,0.0,,,4.8683786732562595,0.239938128906136,1857,62.56112008616047,0.0
127,128,24,Westmeath,88770,2020-03-04 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,0.0,,,3.08909110754663,0.24984924973679104,1840,48.244565217391305,0.0
128,129,25,Wexford,149722,2020-03-04 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,0.0,,,4.26160195818847,0.31135524846361895,2367,63.25390790029574,0.0
129,130,26,Wicklow,142425,2020-03-04 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,0.0,,,3.02390998597358,0.27116113063238895,2027,70.26393685249137,0.0
130,131,1,Carlow,56932,2020-03-05 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,0.0,,,2.2841588558823,0.11886319621816,897,63.46934225195095,0.0
131,132,2,Cavan,76176,2020-03-05 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,0.0,,,3.7674112393480996,0.264466477248625,1932,39.42857142857143,0.0
132,133,3,Clare,118817,2020-03-05 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,4,3.36652162569329,,,7.5759073728456405,0.425059339393012,3450,34.43971014492754,0.11614499608641861
133,134,4,Cork,542868,2020-03-05 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1,0.18420684217894603,,,16.2842231601792,0.9720021896999909,7500,72.3824,0.013815513163420941
134,135,5,Donegal,159192,2020-03-05 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,0.0,,,15.6269075952594,0.678171191480014,4861,32.74881711581979,0.0
135,136,6,Dublin,1347359,2020-03-05 00:00:00+00:00,313762,235813,53.3605,-6.292000000000001,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,1,0.0742192689550446,,,3.33393249373436,0.125726810206428,922,1461.3438177874186,0.0006843016597655117
136,137,7,Galway,258058,2020-03-05 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,1,0.387509784622062,,,14.972447800663302,0.8224194087469059,6149,41.96747438607904,0.023827976656410572
137,138,8,Kerry,147707,2020-03-05 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,0.0,,,13.3238822746544,0.618598264043396,4807,30.727480757229042,0.0
138,139,9,Kildare,222504,2020-03-05 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,0.0,,,3.1081417260637005,0.228501976462464,1695,131.270796460177,0.0
139,140,10,Kilkenny,99232,2020-03-05 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,0.0,,,3.18306474726685,0.273913527880299,2073,47.86878919440424,0.0
140,141,11,Laois,84697,2020-03-05 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,0.0,,,2.84615238062105,0.22985471880100797,1720,49.242441860465114,0.0
141,142,12,Leitrim,32044,2020-03-05 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,0.0,,,3.18223092764249,0.218332273298499,1590,20.153459119496855,0.0
142,143,13,Limerick,194899,2020-03-05 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,0.0,,,4.99975325282574,0.354096693579968,2756,70.71806966618287,0.0
143,144,14,Longford,40873,2020-03-05 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,0.0,,,2.23033777623013,0.147954107413603,1091,37.46379468377635,0.0
144,145,15,Louth,128884,2020-03-05 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1,0.7758914993327328,,,2.5649638796683596,0.11343817661769601,826,156.03389830508473,0.006408863784488378
145,146,16,Mayo,130507,2020-03-05 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,0.0,,,15.7035406008684,0.7620418948996709,5586,23.363229502327247,0.0
146,147,17,Meath,195044,2020-03-05 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,0.0,,,4.07506730047382,0.31861539507695197,2342,83.28095644748079,0.0
147,148,18,Monaghan,61386,2020-03-05 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,0.0,,,2.84816460737341,0.17809924823711898,1295,47.4023166023166,0.0
148,149,19,Offaly,77961,2020-03-05 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,0.0,,,4.1874865993254,0.26865925262345103,2001,38.96101949025487,0.0
149,150,20,Roscommon,64544,2020-03-05 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,0.0,,,4.46483319992793,0.347529634263766,2548,25.331240188383045,0.0
150,151,21,Sligo,65535,2020-03-05 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,0.0,,,5.0496801014581605,0.25272085361533503,1838,35.65560391730141,0.0
151,152,22,Tipperary,159553,2020-03-05 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,0.0,,,5.61515128034759,0.565636165474652,4305,37.06225319396051,0.0
152,153,23,Waterford,116176,2020-03-05 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,0.0,,,4.8683786732562595,0.239938128906136,1857,62.56112008616047,0.0
153,154,24,Westmeath,88770,2020-03-05 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,0.0,,,3.08909110754663,0.24984924973679104,1840,48.244565217391305,0.0
154,155,25,Wexford,149722,2020-03-05 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,0.0,,,4.26160195818847,0.31135524846361895,2367,63.25390790029574,0.0
155,156,26,Wicklow,142425,2020-03-05 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,0.0,,,3.02390998597358,0.27116113063238895,2027,70.26393685249137,0.0
156,157,1,Carlow,56932,2020-03-06 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,0.0,,,2.2841588558823,0.11886319621816,897,63.46934225195095,0.0
157,158,2,Cavan,76176,2020-03-06 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,0.0,,,3.7674112393480996,0.264466477248625,1932,39.42857142857143,0.0
158,159,3,Clare,118817,2020-03-06 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,4,3.36652162569329,,,7.5759073728456405,0.425059339393012,3450,34.43971014492754,0.11614499608641861
159,160,4,Cork,542868,2020-03-06 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1,0.18420684217894603,,,16.2842231601792,0.9720021896999909,7500,72.3824,0.013815513163420941
160,161,5,Donegal,159192,2020-03-06 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,0.0,,,15.6269075952594,0.678171191480014,4861,32.74881711581979,0.0
161,162,6,Dublin,1347359,2020-03-06 00:00:00+00:00,313762,235813,53.3605,-6.292000000000001,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,2,0.14843853791008899,,,3.33393249373436,0.125726810206428,922,1461.3438177874186,0.0013686033195310233
162,163,7,Galway,258058,2020-03-06 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2,0.775019569244123,,,14.972447800663302,0.8224194087469059,6149,41.96747438607904,0.047655953312821145
163,164,8,Kerry,147707,2020-03-06 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,0.0,,,13.3238822746544,0.618598264043396,4807,30.727480757229042,0.0
164,165,9,Kildare,222504,2020-03-06 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,0.0,,,3.1081417260637005,0.228501976462464,1695,131.270796460177,0.0
165,166,10,Kilkenny,99232,2020-03-06 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,0.0,,,3.18306474726685,0.273913527880299,2073,47.86878919440424,0.0
166,167,11,Laois,84697,2020-03-06 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,0.0,,,2.84615238062105,0.22985471880100797,1720,49.242441860465114,0.0
167,168,12,Leitrim,32044,2020-03-06 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,0.0,,,3.18223092764249,0.218332273298499,1590,20.153459119496855,0.0
168,169,13,Limerick,194899,2020-03-06 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,0.0,,,4.99975325282574,0.354096693579968,2756,70.71806966618287,0.0
169,170,14,Longford,40873,2020-03-06 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,0.0,,,2.23033777623013,0.147954107413603,1091,37.46379468377635,0.0
170,171,15,Louth,128884,2020-03-06 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1,0.7758914993327328,,,2.5649638796683596,0.11343817661769601,826,156.03389830508473,0.006408863784488378
171,172,16,Mayo,130507,2020-03-06 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,0.0,,,15.7035406008684,0.7620418948996709,5586,23.363229502327247,0.0
172,173,17,Meath,195044,2020-03-06 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,0.0,,,4.07506730047382,0.31861539507695197,2342,83.28095644748079,0.0
173,174,18,Monaghan,61386,2020-03-06 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,0.0,,,2.84816460737341,0.17809924823711898,1295,47.4023166023166,0.0
174,175,19,Offaly,77961,2020-03-06 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,0.0,,,4.1874865993254,0.26865925262345103,2001,38.96101949025487,0.0
175,176,20,Roscommon,64544,2020-03-06 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,0.0,,,4.46483319992793,0.347529634263766,2548,25.331240188383045,0.0
176,177,21,Sligo,65535,2020-03-06 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,0.0,,,5.0496801014581605,0.25272085361533503,1838,35.65560391730141,0.0
177,178,22,Tipperary,159553,2020-03-06 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,0.0,,,5.61515128034759,0.565636165474652,4305,37.06225319396051,0.0
178,179,23,Waterford,116176,2020-03-06 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,0.0,,,4.8683786732562595,0.239938128906136,1857,62.56112008616047,0.0
179,180,24,Westmeath,88770,2020-03-06 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,0.0,,,3.08909110754663,0.24984924973679104,1840,48.244565217391305,0.0
180,181,25,Wexford,149722,2020-03-06 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,0.0,,,4.26160195818847,0.31135524846361895,2367,63.25390790029574,0.0
181,182,26,Wicklow,142425,2020-03-06 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,3,2.10637177461822,,,3.02390998597358,0.27116113063238895,2027,70.26393685249137,0.04269615587151132
182,183,1,Carlow,56932,2020-03-07 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,0.0,,,2.2841588558823,0.11886319621816,897,63.46934225195095,0.0
183,184,2,Cavan,76176,2020-03-07 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,0.0,,,3.7674112393480996,0.264466477248625,1932,39.42857142857143,0.0
184,185,3,Clare,118817,2020-03-07 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,4,3.36652162569329,,,7.5759073728456405,0.425059339393012,3450,34.43971014492754,0.11614499608641861
185,186,4,Cork,542868,2020-03-07 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,3,0.552620526536838,,,16.2842231601792,0.9720021896999909,7500,72.3824,0.04144653949026282
186,187,5,Donegal,159192,2020-03-07 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,0.0,,,15.6269075952594,0.678171191480014,4861,32.74881711581979,0.0
187,188,6,Dublin,1347359,2020-03-07 00:00:00+00:00,313762,235813,53.3605,-6.292000000000001,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,2,0.14843853791008899,,,3.33393249373436,0.125726810206428,922,1461.3438177874186,0.0013686033195310233
188,189,7,Galway,258058,2020-03-07 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,3,1.1625293538661898,,,14.972447800663302,0.8224194087469059,6149,41.96747438607904,0.07148392996923172
189,190,8,Kerry,147707,2020-03-07 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,0.0,,,13.3238822746544,0.618598264043396,4807,30.727480757229042,0.0
190,191,9,Kildare,222504,2020-03-07 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,0.0,,,3.1081417260637005,0.228501976462464,1695,131.270796460177,0.0
191,192,10,Kilkenny,99232,2020-03-07 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,0.0,,,3.18306474726685,0.273913527880299,2073,47.86878919440424,0.0
192,193,11,Laois,84697,2020-03-07 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,0.0,,,2.84615238062105,0.22985471880100797,1720,49.242441860465114,0.0
193,194,12,Leitrim,32044,2020-03-07 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,0.0,,,3.18223092764249,0.218332273298499,1590,20.153459119496855,0.0
194,195,13,Limerick,194899,2020-03-07 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,0.0,,,4.99975325282574,0.354096693579968,2756,70.71806966618287,0.0
195,196,14,Longford,40873,2020-03-07 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,0.0,,,2.23033777623013,0.147954107413603,1091,37.46379468377635,0.0
